Config,FM ID,First Name,Second Name,Name,Permanent Club ID,Permanent Club Name,Based Club ID,Based Club Name,Loan Club ID,Loan Club Name,Date Of Birth,Nationality ID,Nationality Name,Second Nationality ID,Second Nationality Name,Third Nationality ID,Third Nationality Name,City Of Birth ID,City Of Birth Name,GK,DL,DC,DR,WBL,WBR,DM,MC,ML,MR,AML,AMC,AMR,SC,Current Ability,Potential Ability,Left Foot,Right Foot,NFE,Squad Number
"[{""a"":""Person"",""m"":""Person"",""k"":1435223,""r"":1435223},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5688832,""r"":1435223},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189794,""r"":1435223},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188819,""r"":1435223}]",2000353799,Yassine,Kallel,Yassine Kallel,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2006-10-17,1248894,Tunisia,,,,,48640,Monastir,20,,,,,,,,,,,,,,70,-6,5,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435224,""r"":1435224},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5587793,""r"":1435224},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189795,""r"":1435224},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188820,""r"":1435224}]",2000353800,Ali,Bribech,Ali Bribech,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2005-03-25,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,78,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435225,""r"":1435225},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5587786,""r"":1435225},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189796,""r"":1435225},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188821,""r"":1435225}]",2000353801,Amenallah,Haj Amor,Amenallah Haj Amor,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2005-01-06,1248894,Tunisia,,,,,,,,,17,,,,20,12,,,,,,,79,-6,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435226,""r"":1435226},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5587790,""r"":1435226},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189797,""r"":1435226},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188822,""r"":1435226}]",2000353802,Mirass,Ben Hassan,Mirass Ben Hassan,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2005-09-14,1248894,Tunisia,,,,,,,,,,,,,20,16,,,,,,,79,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435227,""r"":1435227},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314863,""r"":1435227},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189798,""r"":1435227},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188823,""r"":1435227}]",2000353803,Rayen,El Abed,Rayen El Abed,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2006-02-12,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,65,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435228,""r"":1435228},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314865,""r"":1435228},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189799,""r"":1435228},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188824,""r"":1435228}]",2000353804,Yahia,Skhiri,Yahia Skhiri,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2008-03-25,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,62,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435229,""r"":1435229},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314867,""r"":1435229},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189800,""r"":1435229},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188825,""r"":1435229}]",2000353805,Moumen,Hammali,Moumen Hammali,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248791,Libya,1248894,Tunisia,,,,,,,,,,,,,12,10,20,10,15,10,70,-55,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435230,""r"":1435230},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314871,""r"":1435230},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189801,""r"":1435230},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188826,""r"":1435230}]",2000353806,Iyed,Jraidi,Iyed Jraidi,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,20,,,15,,,,,,,,,,70,-5,20,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435231,""r"":1435231},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314873,""r"":1435231},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189802,""r"":1435231},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188827,""r"":1435231}]",2000353807,Jaouher,Guedria,Jaouher Guedria,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2006-05-09,1248894,Tunisia,,,,,,,,,,,,,12,20,,,,,,,66,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435246,""r"":1435246},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314938,""r"":1435246},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189816,""r"":1435246},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188841,""r"":1435246}]",2000353822,Ahmed,Hammouda,Ahmed Hammouda,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2007-09-05,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,66,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435253,""r"":1435253},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314955,""r"":1435253},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189823,""r"":1435253},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188848,""r"":1435253}]",2000353829,Souhaib,Hrizi,Souhaib Hrizi,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2003-06-14,1248894,Tunisia,,,,,,,,,,20,,15,,,,,,,,,75,100,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435254,""r"":1435254},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314957,""r"":1435254},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189824,""r"":1435254},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188849,""r"":1435254}]",2000353830,Abderrahmane,Bouzguenda,Abderrahmane Bouzguenda,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,,20,,15,,,,,,,,,75,100,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435255,""r"":1435255},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314959,""r"":1435255},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189825,""r"":1435255},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188850,""r"":1435255}]",2000353831,Alaa,Miled,Alaa Miled,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2007-04-01,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,,63,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435257,""r"":1435257},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314963,""r"":1435257},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189827,""r"":1435257},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188852,""r"":1435257}]",2000353833,Helmi,Bedoui,Helmi Bedoui,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2008-03-17,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,,63,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435259,""r"":1435259},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314965,""r"":1435259},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189829,""r"":1435259},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188854,""r"":1435259}]",2000353835,Azer,Ahmed,Azer Ahmed,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2007-07-27,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,62,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435260,""r"":1435260},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314966,""r"":1435260},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189830,""r"":1435260},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188855,""r"":1435260}]",2000353836,Firas,Fayouka,Firas Fayouka,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2008-01-06,1248894,Tunisia,,,,,,,,,,,,,,20,,,,15,,,61,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435261,""r"":1435261},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5587792,""r"":1435261},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189831,""r"":1435261},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188856,""r"":1435261}]",2000353837,Mazen,Slama,Mazen Slama,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2008-06-03,1248894,Tunisia,,,,,,,,,,,,,20,17,,,,8,,,70,-7,7,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435263,""r"":1435263},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314976,""r"":1435263},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189833,""r"":1435263},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188858,""r"":1435263}]",2000353839,Mohamed Amine,Dhifallah,Mohamed Amine Dhifallah,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2008-04-09,1248894,Tunisia,,,,,,,,20,,,15,,,,,,,,,,67,-6,20,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435265,""r"":1435265},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314979,""r"":1435265},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189835,""r"":1435265},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188860,""r"":1435265}]",2000353841,Youssef,Chaabane,Youssef Chaabane,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2006-10-18,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,66,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435278,""r"":1435278},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314984,""r"":1435278},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189848,""r"":1435278},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188873,""r"":1435278}]",2000353854,Mehdi,Mestiri,Mehdi Mestiri,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2007-02-07,1248894,Tunisia,,,,,,,,,,,,,15,20,,,,12,,,66,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435279,""r"":1435279},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314986,""r"":1435279},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189849,""r"":1435279},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188874,""r"":1435279}]",2000353855,Yahia,Ajimi,Yahia Ajimi,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2007-03-02,1248894,Tunisia,,,,,,,,,,,,,,20,,,,15,,,67,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435280,""r"":1435280},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314990,""r"":1435280},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189850,""r"":1435280},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188875,""r"":1435280}]",2000353856,Issam,Khelifi,Issam Khelifi,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,75,95,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435282,""r"":1435282},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5314993,""r"":1435282},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189852,""r"":1435282},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188877,""r"":1435282}]",2000353858,Ayoub,Chouchene,Ayoub Chouchene,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,62,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435284,""r"":1435284},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5315002,""r"":1435284},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189854,""r"":1435284},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188879,""r"":1435284}]",2000353860,Hayder,Ouachem,Hayder Ouachem,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,,,,,12,20,,,,15,,,68,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435285,""r"":1435285},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5315003,""r"":1435285},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189855,""r"":1435285},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188880,""r"":1435285}]",2000353861,Mouhanned,Sellimi,Mouhanned Sellimi,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,,,,,10,20,,,,17,,,67,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435286,""r"":1435286},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5315004,""r"":1435286},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189856,""r"":1435286},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188881,""r"":1435286}]",2000353862,Zakaria,Ben Salha,Zakaria Ben Salha,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,66,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435288,""r"":1435288},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5315007,""r"":1435288},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189858,""r"":1435288},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188883,""r"":1435288}]",2000353864,Rayen,Harbaoui,Rayen Harbaoui,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,66,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435289,""r"":1435289},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5315010,""r"":1435289},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189859,""r"":1435289},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188884,""r"":1435289}]",2000353865,Jihed,Mansour,Jihed Mansour,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2007-06-08,1248894,Tunisia,,,,,,,,,,,,,,12,,,,20,,15,67,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435292,""r"":1435292},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5315018,""r"":1435292},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189862,""r"":1435292},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188887,""r"":1435292}]",2000353868,Louay,Boughattas,Louay Boughattas,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,75,100,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435300,""r"":1435300},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5315046,""r"":1435300},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189870,""r"":1435300},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188895,""r"":1435300}]",2000353876,Sameh,Nebti,Sameh Nebti,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,70,-55,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435302,""r"":1435302},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5315053,""r"":1435302},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189872,""r"":1435302},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188897,""r"":1435302}]",2000353878,Omar,Hsini,Omar Hsini,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,,,,,12,20,,,,12,,,66,-55,20,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435306,""r"":1435306},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5315068,""r"":1435306},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189876,""r"":1435306},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188901,""r"":1435306}]",2000353882,Amenallah,Ben Rayana,Amenallah Ben Rayana,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,,,,,,,,,12,20,12,12,70,-5,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435307,""r"":1435307},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5315069,""r"":1435307},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189877,""r"":1435307},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188902,""r"":1435307}]",2000353883,Mohamed,Merchaoui,Mohamed Merchaoui,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,70,-5,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435309,""r"":1435309},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5315070,""r"":1435309},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189879,""r"":1435309},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188904,""r"":1435309}]",2000353885,Amor,Sakma,Amor Sakma,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2005-10-01,1248894,Tunisia,,,,,,,,,,,,,12,20,,,,14,,,70,-5,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435320,""r"":1435320},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5315072,""r"":1435320},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1189880,""r"":1435320},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1188905,""r"":1435320}]",2000353896,Raslen,Chaouech,Raslen Chaouech,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,,,,,,,,,,,,20,65,-55,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1435656,""r"":1435656},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5533255,""r"":1435656},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1190166,""r"":1435656},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1189191,""r"":1435656}]",2000354232,Youssef,Hmidi,Youssef Hmidi,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,72,-6,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1440598,""r"":1440598},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5327958,""r"":1440598},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1194366,""r"":1440598},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1193391,""r"":1440598}]",2000359169,Bayrem,Zrafi,Bayrem Zrafi,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2006-09-05,1248894,Tunisia,,,,,,,,,20,,,,,,,,,,,,71,-5,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1454754,""r"":1454754},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5379987,""r"":1454754},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1205731,""r"":1454754},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1207922,""r"":1454754}]",2000373262,Omar,Bargougui,Omar Bargougui,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,20,,,12,,,,,,,,,,62,-55,20,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1484047,""r"":1484047},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5543874,""r"":1484047},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1231668,""r"":1484047},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1233859,""r"":1484047}]",2000402431,Mustapha,Samb,Mustapha Samb,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2005-06-25,1248859,Senegal,,,,,,,,,16,,,,20,12,,,,,,,90,-6,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1496317,""r"":1496317},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5587805,""r"":1496317},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1243521,""r"":1496317},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1245712,""r"":1496317}]",2000414677,Ilyes,Mekni,Ilyes Mekni,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,20,,,,,,,,,,,,,,80,105,,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1496319,""r"":1496319},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5587821,""r"":1496319},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1243523,""r"":1496319},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1245714,""r"":1496319}]",2000414679,Karem,Tayari,Karem Tayari,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,,,18,,20,,,10,15,12,,17,,80,105,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1496324,""r"":1496324},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5587828,""r"":1496324},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1243528,""r"":1496324},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1245719,""r"":1496324}]",2000414684,Amine,Tarhouni,Amine Tarhouni,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,,1248894,Tunisia,,,,,,,,20,,,18,,,,12,,11,,,,75,-55,20,,,
"[{""a"":""Person"",""m"":""Person"",""k"":1496333,""r"":1496333},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5587846,""r"":1496333},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":1243534,""r"":1496333},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":1245725,""r"":1496333}]",2000414693,Anas,Hergli,Anas Hergli,100979,Union Sportive Monastirienne,100979,Union Sportive Monastirienne,,,2006-08-17,1248894,Tunisia,,,,,,,,,,,,,,,,,20,15,15,15,71,-6,,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":408333,""r"":408333},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5472765,""r"":408333},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":247722,""r"":408333},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":247722,""r"":408333}]",13183633,Mohamed Ali,Ragoubi,Mohamed Ali Ragoubi,100980,Olympique de Béja,100980,Olympique de Béja,,,1993-06-18,1248894,Tunisia,,,,,,,1,,,,,,8,16,14,10,16,20,13,10,90,100,13,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":409932,""r"":409932},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5544087,""r"":409932},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":249271,""r"":409932},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":249271,""r"":409932}]",13198531,Maher,Ben Sghaier,Maher Ben Sghaier,100980,Olympique de Béja,100980,Olympique de Béja,,,1996-04-22,1248894,Tunisia,,,,,50602,Hammam-Lif,,,,,,,,,17,,20,12,12,12,90,145,8,20,,10
"[{""a"":""Person"",""m"":""Person"",""k"":410424,""r"":410424},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5555966,""r"":410424},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":249754,""r"":410424},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":249754,""r"":410424}]",13202292,Jasser,Khmiri,Jasser Khmiri,100980,Olympique de Béja,100980,Olympique de Béja,,,1997-07-27,1248894,Tunisia,,,,,39845,Tunis,,,20,,,,,,,,,,,,100,120,8,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":410439,""r"":410439},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":5051586,""r"":410439},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":249769,""r"":410439},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":249769,""r"":410439}]",13202353,Rabii,Hamri,Rabii Hamri,100980,Olympique de Béja,100980,Olympique de Béja,,,1995-12-26,1248894,Tunisia,,,,,973242,Haffouz,,,,,,,,,17,16,20,13,20,9,100,105,6,20,,
"[{""a"":""Person"",""m"":""Person"",""k"":1108137,""r"":1108137},{""a"":""PersonClubContract"",""m"":""PersonClubContract"",""k"":902589,""r"":1108137},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":902586,""r"":1108137},{""a"":""PlayerPosition"",""m"":""PlayerPosition"",""k"":902595,""r"":1108137}]",2000031713,Bechir,Mkadem,Bechir Mkadem,100980,Olympique de Béja,100980,Olympique de Béja,,,1998-03-05,1248894,Tunisia,,,,,,,,,,,,,,,10,12,10,20,16,18,90,95,6,20,,
